"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1795116440753734134","Mon May 27 15:38:59 +0000 2024","0","@SportingDeTuria perdon","1795117503015784718","","SportingDeTuria","in"," Regne de Valéncia","0","1","0","https://x.com/diakhapipas/status/1795117503015784718","1056520564167327744","diakhapipas"
"1794718410556993616","Mon May 27 15:38:52 +0000 2024","0","@kochengfs Kalo udah pip pup ya langsung dibuang jamgan ditungguu","1795117474263740908","","kochengfs","in","","0","0","0","https://x.com/fadlanilham87/status/1795117474263740908","579899661","fadlanilham87"
"1795117466693017678","Mon May 27 15:38:50 +0000 2024","0","Pastikan Bansos PIP 2024 Masuk Rekening: Panduan Lengkap &amp; Anti Ribet! https://t.co/W4v8uXJpty","1795117466693017678","","","in","Cilacap, Jawa Tengah","0","0","0","https://x.com/iNewsCilacap/status/1795117466693017678","1534750945120497665","iNewsCilacap"
"1795117410627826026","Mon May 27 15:38:37 +0000 2024","0","Dapet Duit dari Pemerintah? Cek Namamu di PIP 2024 Bisa Dapat Cuan Sampai Rp1 8 Juta Buat Jajan https://t.co/bTrnOecwsp","1795117410627826026","","","in","Cilacap, Jawa Tengah","0","0","0","https://x.com/iNewsCilacap/status/1795117410627826026","1534750945120497665","iNewsCilacap"
"1795117360375808197","Mon May 27 15:38:25 +0000 2024","0","Alert! PIP 2024 Cair! Cuan Rp1 Juta Menanti Buruan Cek Namamu! https://t.co/9sROxBlDXi","1795117360375808197","","","in","Cilacap, Jawa Tengah","0","0","0","https://x.com/iNewsCilacap/status/1795117360375808197","1534750945120497665","iNewsCilacap"
"1795117245850349586","Mon May 27 15:37:57 +0000 2024","0","Finally udah bisa liat ep12 Cute. Keren ","1795117245850349586","","","in","nowhere to be found","0","0","0","https://x.com/mc_twais/status/1795117245850349586","1262860362656841728","mc_twais"
"1795115657299669464","Mon May 27 15:35:06 +0000 2024","0","@afifpasyaaa Makasih inponya pip","1795116526913147204","","afifpasyaaa","in","Indonesia","0","1","0","https://x.com/widdyjp/status/1795116526913147204","859594580","widdyjp"
"1795115818616795486","Mon May 27 15:32:17 +0000 2024","0","JANCOKKKKKM","1795115818616795486","","","in","","0","0","0","https://x.com/dhikasatria__/status/1795115818616795486","1089034232503054336","dhikasatria__"
"1794756184370802929","Mon May 27 15:32:11 +0000 2024","0","@apipabdiillah @persib yoii pekan yg indah pip wkwkwk","1795115794709274672","","apipabdiillah","in","Semarang, Jawa Tengah","0","0","0","https://x.com/dafdmufid/status/1795115794709274672","1247497133084667904","dafdmufid"
"1795115722537837023","Mon May 27 15:31:54 +0000 2024","2","Wes leren ae menuju hidup yg lebih baik gatel","1795115722537837023","","","in","","0","0","0","https://x.com/dhikasatria__/status/1795115722537837023","1089034232503054336","dhikasatria__"
